"as_of","location","date","target","origin_epiweek","observation"
"2019-09-22","hhs10",2018-07-21,"ili perc","2018-30",0.367041
"2019-09-22","hhs10",2018-07-28,"ili perc","2018-31",0.237159
"2019-09-22","hhs10",2018-08-04,"ili perc","2018-32",0.33245
"2019-09-22","hhs10",2018-08-11,"ili perc","2018-33",0.293927
"2019-09-22","hhs10",2018-08-18,"ili perc","2018-34",0.237899
"2019-09-22","hhs10",2018-08-25,"ili perc","2018-35",0.392777
"2019-09-22","hhs10",2018-09-01,"ili perc","2018-36",0.470784
"2019-09-22","hhs10",2018-09-08,"ili perc","2018-37",0.46169
"2019-09-22","hhs10",2018-09-15,"ili perc","2018-38",0.55536
"2019-09-22","hhs10",2018-09-22,"ili perc","2018-39",0.510904
"2020-09-20","hhs10",2018-09-29,"ili perc","2018-40",0.578762
"2020-09-20","hhs10",2018-10-06,"ili perc","2018-41",0.662063
"2020-09-20","hhs10",2018-10-13,"ili perc","2018-42",0.55549
"2020-09-20","hhs10",2018-10-20,"ili perc","2018-43",0.601457
"2020-09-20","hhs10",2018-10-27,"ili perc","2018-44",0.653545
"2020-09-20","hhs10",2018-11-03,"ili perc","2018-45",0.729821
"2020-09-20","hhs10",2018-11-10,"ili perc","2018-46",0.895721
"2020-09-20","hhs10",2018-11-17,"ili perc","2018-47",1.01564
"2020-09-20","hhs10",2018-11-24,"ili perc","2018-48",0.911587
"2020-09-20","hhs10",2018-12-01,"ili perc","2018-49",0.915972
"2020-09-20","hhs10",2018-12-08,"ili perc","2018-50",1.0552
"2020-09-20","hhs10",2018-12-15,"ili perc","2018-51",1.19609
"2020-09-20","hhs10",2018-12-22,"ili perc","2018-52",1.64264
"2020-09-20","hhs10",2018-12-29,"ili perc","2018-01",1.68617
"2020-09-20","hhs10",2019-01-05,"ili perc","2019-02",1.5756
"2020-09-20","hhs10",2019-01-12,"ili perc","2019-03",1.77233
"2020-09-20","hhs10",2019-01-19,"ili perc","2019-04",2.18975
"2020-09-20","hhs10",2019-01-26,"ili perc","2019-05",2.54886
"2020-09-20","hhs10",2019-02-02,"ili perc","2019-06",3.03255
"2020-09-20","hhs10",2019-02-09,"ili perc","2019-07",3.49716
"2020-09-20","hhs10",2019-02-16,"ili perc","2019-08",3.15417
"2020-09-20","hhs10",2019-02-23,"ili perc","2019-09",3.00456
"2020-09-20","hhs10",2019-03-02,"ili perc","2019-10",3.52803
"2020-09-20","hhs10",2019-03-09,"ili perc","2019-11",4.31716
"2020-09-20","hhs10",2019-03-16,"ili perc","2019-12",3.75357
"2020-09-20","hhs10",2019-03-23,"ili perc","2019-13",2.41805
"2020-09-20","hhs10",2019-03-30,"ili perc","2019-14",1.61843
"2020-09-20","hhs10",2019-04-06,"ili perc","2019-15",1.04057
"2020-09-20","hhs10",2019-04-13,"ili perc","2019-16",0.993068
"2020-09-20","hhs10",2019-04-20,"ili perc","2019-17",0.879525
"2020-09-20","hhs10",2019-04-27,"ili perc","2019-18",0.892764
"2020-09-20","hhs10",2019-05-04,"ili perc","2019-19",0.807694
"2020-09-20","hhs10",2019-05-11,"ili perc","2019-20",0.652629
"2020-09-20","hhs10",2019-05-18,"ili perc","2019-21",0.633381
"2020-09-20","hhs10",2019-05-25,"ili perc","2019-22",0.825151
"2020-09-20","hhs10",2019-06-01,"ili perc","2019-23",0.57288
"2020-09-20","hhs10",2019-06-08,"ili perc","2019-24",0.439016
"2020-09-20","hhs10",2019-06-15,"ili perc","2019-25",0.418499
"2020-09-20","hhs10",2019-06-22,"ili perc","2019-26",0.336081
"2020-09-20","hhs10",2019-06-29,"ili perc","2019-27",0.534581
"2020-09-20","hhs10",2019-07-06,"ili perc","2019-28",0.399316
"2020-09-20","hhs10",2019-07-13,"ili perc","2019-29",0.312323
"2020-09-20","hhs10",2019-07-20,"ili perc","2019-30",0.372493
"2020-09-20","hhs10",2019-07-27,"ili perc","2019-31",0.29988
"2020-09-20","hhs10",2019-08-03,"ili perc","2019-32",0.289678
"2020-09-20","hhs10",2019-08-10,"ili perc","2019-33",0.226204
"2020-09-20","hhs10",2019-08-17,"ili perc","2019-34",0.382112
"2020-09-20","hhs10",2019-08-24,"ili perc","2019-35",0.307925
"2020-09-20","hhs10",2019-08-31,"ili perc","2019-36",0.365761
"2020-09-20","hhs10",2019-09-07,"ili perc","2019-37",0.433748
"2020-09-20","hhs10",2019-09-14,"ili perc","2019-38",0.325311
"2020-09-20","hhs10",2019-09-21,"ili perc","2019-39",0.610315
"2021-09-26","hhs10",2019-09-28,"ili perc","2019-40",0.965331
"2021-09-26","hhs10",2019-10-05,"ili perc","2019-41",1.14082
"2021-09-26","hhs10",2019-10-12,"ili perc","2019-42",1.1863
"2021-09-26","hhs10",2019-10-19,"ili perc","2019-43",1.08054
"2021-09-26","hhs10",2019-10-26,"ili perc","2019-44",1.22242
"2021-09-26","hhs10",2019-11-02,"ili perc","2019-45",1.32442
"2021-09-26","hhs10",2019-11-09,"ili perc","2019-46",1.44765
"2021-09-26","hhs10",2019-11-16,"ili perc","2019-47",2.22542
"2021-09-26","hhs10",2019-11-23,"ili perc","2019-48",2.76215
"2021-09-26","hhs10",2019-11-30,"ili perc","2019-49",3.34417
"2021-09-26","hhs10",2019-12-07,"ili perc","2019-50",4.48523
"2021-09-26","hhs10",2019-12-14,"ili perc","2019-51",5.75694
"2021-09-26","hhs10",2019-12-21,"ili perc","2019-52",7.20584
"2021-09-26","hhs10",2019-12-28,"ili perc","2019-01",5.70858
"2021-09-26","hhs10",2020-01-04,"ili perc","2020-02",4.09724
"2021-09-26","hhs10",2020-01-11,"ili perc","2020-03",3.58253
"2021-09-26","hhs10",2020-01-18,"ili perc","2020-04",3.8196
"2021-09-26","hhs10",2020-01-25,"ili perc","2020-05",3.89226
"2021-09-26","hhs10",2020-02-01,"ili perc","2020-06",3.51263
"2021-09-26","hhs10",2020-02-08,"ili perc","2020-07",3.44896
"2021-09-26","hhs10",2020-02-15,"ili perc","2020-08",3.59175
"2021-09-26","hhs10",2020-02-22,"ili perc","2020-09",3.85846
